Date,ROP,VRTX,NTAP,OMC,BKNG,PNW,BLK,SEE,CCI,K,COP
2000-03-31 00:00:00+00:00,-0.0339554296483671,0.4042056074766356,0.3600002313793455,0.0889227936703733,-0.1546391691597261,-0.1069420362471941,-0.1043767529044303,0.1223116109991804,0.5077161480160284,-0.0981126810322571,-0.0681233611397841
2000-06-30 00:00:00+00:00,-0.0807011527955271,0.2146422628951747,0.5970587985100231,-0.0165792943649769,0.2756097738950371,-0.0419178671712652,0.2406015880901186,0.0586826134625895,0.0972366113434426,-0.1475437113200824,0.0354098958939621
2000-09-30 00:00:00+00:00,-0.2012618877757475,1.367123287671233,0.2200740755865118,-0.0468272272799465,-0.388145331669253,0.2587076167061497,0.4181819551630858,-0.0271493239147174,0.0988808138170129,0.2310894643875705,0.1043598095715359
2000-12-31 00:00:00+00:00,0.2459317389474808,0.5185185185185186,0.4754711638478439,-0.184021375488981,-0.7281249951973099,0.4901350412725809,0.1282050192325325,-0.1674416266329996,-0.188455198144393,-0.2154967156503286,0.2527932162782231
2001-03-31 00:00:00+00:00,0.0371537457590047,-0.2301829268292683,-0.5790281345478282,0.0709741544970252,-0.8706896648171342,-0.0980421866359045,0.2121210837012734,-0.3044692187520037,-0.1422593321810875,0.1126172601766828,-0.095587572575737
2001-06-30 00:00:00+00:00,0.0646910981424717,-0.4732673267326732,-0.7035237502926115,0.058235351854323,1.177777924506887,0.0160813581366372,-0.1125000825499504,0.0457827917183422,-0.4487806696373068,0.0266093218836325,-0.0572433692647401
2001-09-30 00:00:00+00:00,0.1634905022285142,0.4099248441538416,-0.1252456195531233,0.0473571494198181,2.235918172929671,0.0355346451878593,0.0087329019407937,0.1572963019184758,0.1292035917121188,0.1211277327404765,0.0630799494035259
2001-12-31 00:00:00+00:00,-0.1381105714561522,-0.636305485311585,-0.5097451432374202,-0.2632738107468498,-0.6387487390716582,-0.165227244166395,0.1211949772810565,-0.0326516641125854,-0.4432601744758013,-0.0114904324934825,-0.0547438045117603
2002-03-31 00:00:00+00:00,0.4089924103235278,0.4392963057843566,2.6360855271239743,0.4156894119758614,0.6340782809910142,0.0781224835126024,0.0291402048909288,0.1221180785699471,0.2387387672837266,0.0373800147413785,0.1397152713641121
2002-06-30 00:00:00+00:00,-0.0483110749878145,0.157294154808306,-0.1164849207764443,0.0461475965895989,-0.0991452032482057,0.0804622346958765,0.0866407977175234,0.151871383351885,-0.4263637984793191,0.1190680109437036,0.0666499602696852
2002-09-30 00:00:00+00:00,-0.2178381900299804,-0.45880281366164,-0.4464538492662778,-0.5658591323761135,-0.5123340117853934,-0.1294718105653064,-0.0233849888913014,-0.1490444213812388,-0.4278921184939038,0.0777742059404758,-0.0686930320425563
2002-12-31 00:00:00+00:00,-0.0332560626831245,0.2726089532583553,-0.3078244979286791,0.3962978260558143,-0.4007781977553435,-0.2643145850303927,-0.058608722941201,-0.5513974534338473,-0.4072020663208743,-0.0420522674328294,-0.1784773371752354
2003-03-31 00:00:00+00:00,0.0697673906536189,-0.1635991279633016,0.3291923596501529,0.1781635646354107,0.0844156971452789,0.2510776959948928,-0.0249521394813123,1.1190213647723626,0.7523357089772438,0.0371769582781793,0.0337686606715086
2003-06-30 00:00:00+00:00,-0.2365479138517608,-0.3276283869427301,0.0532713873405064,-0.1762595338890289,-0.0119761437662575,-0.0297169665451386,0.0807455051498935,0.0414701688695444,0.546667039892557,-0.1189818181158082,0.1041391640587998
2003-09-30 00:00:00+00:00,0.2762254447482308,0.309090874411843,0.4791478843134018,0.3256705922151111,1.2000001164288476,0.1275744497335076,0.062068686151083,0.2157256519045995,0.3448275154352747,0.1431086803809469,0.0268449196073219
2003-12-31 00:00:00+00:00,0.211927302566953,-0.1451388371027532,0.2603472585981037,0.02993142219295,0.3356289807969148,-0.0271018037177166,0.0936862534088713,0.0024876110913654,0.2320510632708963,-0.0134380211338046,0.0143863974798144
2004-03-31 00:00:00+00:00,0.1228670796126298,-0.1470349600258631,-0.0133263411781379,0.176436213329596,-0.3544173123744762,0.1359069898621021,0.0773754161610409,0.096773862882125,0.144641271515256,0.1249497281953968,0.1908700767615934
